input,answer,predict,bleu
"まー あの 自分 の 趣味 と し て 一番 あー に あげ られる あの あげる と すれ ば えー 絵画 あー まー 絵 を 描く こと でしょう か 
","['へー 絵画 です か \r\n', '凄い 絵 を 描ける こと は 凄い です ね \r\n', 'うん あ そう な ん です \r\n', 'あー はい わー すごーい \r\n', '描く ん です ね はい \r\n', '絵 を はい \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n']","[1.1658556756199728e-231, 1.1658556756199728e-231, 1.1658556756199728e-231, 1.1658556756199728e-231, 1.1658556756199728e-231, 1.1658556756199728e-231]"
"まー あの 高等 学校 時代 の 年代 で これ か これ から 就職 を と いう こと で の 時代 でし た けど も やはり 
",['あー はい \r\n'],['あー そう な ん です ね \r\n'],[1.384292958842266e-231]
"まー あの 高等 学校 時代 の 年代 で これ か これ から 就職 を と いう こと で の 時代 でし た けど も やはり あのー その 頃 から まー 飛行 機 
",['飛行 機 \r\n'],['あー そう な ん です か \r\n'],[1.384292958842266e-231]
"まー あのー 
","['し たい こと \r\n', 'うーん \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.091662401187849e-232, 6.091662401187849e-232]"
"まー あのー 友達 と おー ちょっと おー 九州 に いる 友達 と ね しばらく ぶり に 
","['はい あっ うん \r\n', '九州 の お 友達 です か \r\n', 'ええ ええ お 会い し た ん です か \r\n']","['はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n']","[1.0952249038897874e-231, 1.0952249038897874e-231, 1.0952249038897874e-231]"
"まー あまり 
",['そう いう お 父 様 の \r\n'],['あー \r\n'],[0.0]
"まー あまり 深く 考え て 
","['あー そう な ん です ねー \r\n', 'あはははは \r\n', 'ああ \r\n', 'うーん \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.337229759253751e-232, 6.337229759253751e-232, 6.337229759253751e-232, 6.337229759253751e-232]"
"まー あー 
","['そう な ん です ね \r\n', 'ねー で も すごい やっ てらっしゃる \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"まー あー そんな 
",['うーん \r\n'],['うーん \r\n'],[0.0]
"まー あー そんな あー こと で 
",['それ は 幸せ な \r\n'],['あー \r\n'],[0.0]
"まー あー ほんと に 1 年 に 1 回 行ける か 
",['あー \r\n'],['あー \r\n'],[0.0]
"まー あー ほんと に 1 年 に 1 回 行ける か 行か ない か です ね 
","['あ そう な ん です ね \r\n', 'うん えっ \r\n', 'ああ \r\n', '段々 少なく なり ます よ ねー \r\n', 'はあ \r\n', 'そう です ね \r\n', 'ええ で も まだ 一 年 に 一 遍 も 行っ てる なんて \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[1.4290983317554633e-232, 1.4290983317554633e-232, 1.4290983317554633e-232, 1.4290983317554633e-232, 1.4290983317554633e-232, 1.4290983317554633e-232, 1.4290983317554633e-232]"
"まー お 友達 が 
",['そう な ん です ねー \r\n'],['はい あー そう な ん です ね \r\n'],[1.384292958842266e-231]
"まー お 友達 が まー 色々 おり ます の で そのー 情報 と か を 色々 聞い て 
","['ええ そう です ね \r\n', '聞い て \r\n', 'そう です ね お 話し する の が いい です ね \r\n']","['うーん \r\n', 'うーん \r\n', 'うーん \r\n']","[0.0, 0.0, 0.0]"
"まー お袋 も 
",['うーん \r\n'],['うーん \r\n'],[0.0]
"まー お袋 も 当時 働い て い た ん で ね 
",['うーん \r\n'],['あー そう な ん です ね \r\n'],[0.0]
"まー お袋 も 痴呆 症 に なっ て い た 
","['ああ \r\n', 'あー はい \r\n', 'ああ \r\n', 'あー そっ かああ \r\n', 'あー \r\n', 'うん わー そー な ん です ね \r\n', 'えー 残念 です ね \r\n', 'あー \r\n', 'あー そう な ん です か ー 残念 です よ ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232, 7.272812846550024e-232]"
"まー こう いう 風 な 内容 の 趣味 の こと を これ から も 続け て いけ たら な 
","['あ \r\n', 'あ はい \r\n', 'ねえ ぜひ \r\n', 'ええ そう です ね \r\n', 'そー です よ ねー \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.4945052271841863e-231, 1.4945052271841863e-231, 1.4945052271841863e-231, 1.4945052271841863e-231, 1.4945052271841863e-231]"
"まー こう いう 風 な 内容 の 趣味 の こと を これ から も 続け て いけ たら な と いう 
",['ぜひ ぜひ \r\n'],['あ そう です ね \r\n'],[1.384292958842266e-231]
"まー こう いう 風 な 内容 の 趣味 の こと を これ から も 続け て いけ たら な と いう 風 に 
",['うん そう です ね \r\n'],['あ \r\n'],[0.0]
"まー こう いう 風 な 内容 の 趣味 の こと を これ から も 続け て いけ たら な と いう 風 に 思っ て い ます 
","['はー 素敵 だ と 思い ます \r\n', '続け て ください \r\n', 'ほんと に たくさん \r\n', 'そう です ね \r\n', 'あ そう です か はい \r\n', 'いい と 思い ます はい \r\n', 'はっ はい \r\n', 'そう です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231, 1.2322247518638513e-231]"
"まー この 
","['わー \r\n', 'うーん \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[7.659859945596196e-232, 7.659859945596196e-232]"
"まー この 年 に なる と 仲間 が ね まー 逝っ ちゃっ た ん で 
","['ああ \r\n', 'そう です ね \r\n', 'あー \r\n', 'うーん \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0]"
"まー これ が 
",['そう な ん です か \r\n'],['あー そう な ん です ね \r\n'],[1.384292958842266e-231]
"まー これ が ほんと に 
","['そう な ん だ \r\n', '凄い \r\n']","['うーん \r\n', 'うーん \r\n']","[5.600203618893332e-232, 5.600203618893332e-232]"
"まー これ が ほんと に あの 嬉しかっ た です ね 
","['うーん そう な ん です ね \r\n', 'はい あー \r\n', 'はあ そう な ん です ね \r\n', 'へー 凄い \r\n', 'あー 凄い です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.386003331064315e-231, 1.386003331064315e-231, 1.386003331064315e-231, 1.386003331064315e-231, 1.386003331064315e-231]"
"まー ざっ と 
","['す \r\n', 'そう な ん です ね \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"まー ざっ と まー お のろけ話 で 申し訳 ない 
","['い え い えー とんでも ない \r\n', 'いや \r\n', 'はあ \r\n', 'いや お のろけ も とっても いい お のろけ話 です ね \r\n']","['はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n']","[5.5353428703307314e-232, 5.5353428703307314e-232, 5.5353428703307314e-232, 5.5353428703307314e-232]"
"まー し ご 仕事 以外 特に 休み の 日 なんか やる こと が なかっ た の で 
","['そう です よ ね \r\n', 'あー はは \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.31009507586493e-231, 1.31009507586493e-231]"
"まー そい じゃー 
","['そう な ん です ね \r\n', 'そー な ん です ねー \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.4681846221721468e-231, 1.4681846221721468e-231]"
"まー そい じゃー 航空 管制 官 に なれ なれ ば 
","['あー \r\n', 'あ \r\n']","['あ \r\n', 'あ \r\n']","[9.10915994722671e-232, 9.10915994722671e-232]"
"まー そい じゃー 航空 管制 官 に なれ なれ ば だいじょぶ か な と 
","['管制 官 です か \r\n', 'あー \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"まー そい じゃー 航空 管制 官 に なれ なれ ば だいじょぶ か な と いう よう な 
",['あ \r\n'],['あー \r\n'],[6.702145341854094e-232]
"まー そい じゃー 航空 管制 官 に なれ なれ ば だいじょぶ か な と いう よう な 事 で 
",['あー \r\n'],['あ はい \r\n'],[0.0]
"まー そい じゃー 航空 管制 官 に なれ なれ ば だいじょぶ か な と いう よう な 事 で そちら の 
",['はあはあ \r\n'],['あー \r\n'],[0.0]
"まー そう いう 
","['あー \r\n', 'えー \r\n', '素晴らしい です \r\n', 'はあ \r\n', 'うーん \r\n', 'その 時代 な ん です ね \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"まー そう いう こと で 
",['す ー 親 孝行 だ \r\n'],['あー そう な ん です ね \r\n'],[1.384292958842266e-231]
"まー そう いう こと で えー 
","['うーん \r\n', 'すごい です ねー \r\n', 'うーん \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[4.061108267458566e-232, 4.061108267458566e-232, 4.061108267458566e-232]"
"まー そう いう こと で えー 連れ てっ て もらっ て えー そう いう 
","['優しい です ねー \r\n', 'そう な ん です か \r\n', 'はい \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0]"
"まー そう いう こと で えー 連れ てっ て もらっ て えー そう いう 意味 で は 非常 に です ね 
","['優しい です \r\n', 'わあ \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.92146479421133e-232, 6.92146479421133e-232]"
"まー そう いう 兵隊 さん に 
",['うーん \r\n'],['うーん \r\n'],[0.0]
"まー そう いう 兵隊 さん に 可愛 がら れ た の で 
","['ああ ああ ああ \r\n', 'えー えー あー そー な ん です ね \r\n', 'はー 可愛 がっ て もらっ た ん です ね \r\n', 'へえ \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[9.737107371282645e-232, 9.737107371282645e-232, 9.737107371282645e-232, 9.737107371282645e-232]"
"まー そう いう 意味 で 
","['なるほど \r\n', 'なかなか 確か に 入れ なさ そう です \r\n', 'あはっ \r\n', '凄い \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.630031782244764e-232, 6.630031782244764e-232, 6.630031782244764e-232, 6.630031782244764e-232]"
"まー そう いう 意味 で それ も 感謝 し て おり ます 
","['良かっ た 良かっ た ええ 凄い です ね \r\n', '凄い です \r\n', 'そう です かー \r\n', 'あー 努力 家 です ね \r\n', 'あ いい こと です \r\n', 'はい 素晴らしい \r\n', 'はい そう です ね \r\n', 'あ そう です か \r\n', 'ああ そう な ん です か 素晴らしい です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231, 1.2747817290283263e-231]"
"まー そう いう 時代 でし た 
","['厳しい 時代 \r\n', 'へえ \r\n', 'あ は い \r\n', 'ほー \r\n', 'はー そう だっ た ん です ね \r\n', 'へー \r\n', 'あ は あ \r\n', 'へえ \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232, 8.932405817058256e-232]"
"まー そう いっ た 
",['そう \r\n'],['あー \r\n'],[0.0]
"まー そう いっ た 意味 で ね 
","['タイミング が 難しい \r\n', 'そう な ん です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.352926035322268e-231, 1.352926035322268e-231]"
"まー その くらい の 
","['うーん 充分 だ と 思い ます \r\n', 'そう です ね うん うん \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
